2025-10-02 14:24:08.419 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1D2D3CE4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:51.954 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-6BA57896, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:51.956 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1DCB0892, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:51.956 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1DCB0892, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:29:51.956 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1DCB0892, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:29:51.956 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1DCB0892, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:29:51.957 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1DCB0892, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: driver789
2025-10-02 14:29:51.957 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1DCB0892, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 14:29:51.958 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-EB3913CF, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:51.966 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-271E60BF, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:51.972 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-271E60BF, from=PENDING, to=CANCELLED, reason=Customer requested cancellation
2025-10-02 14:29:51.983 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-A358EF0D, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.006 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.007 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.007 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.008 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.008 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.036 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-7034FF0F, customerId=CUST-004, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.039 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-7034FF0F, errorCode=RESTAURANT_UNAVAILABLE, message=Restaurant REST-001 is currently unavailable: Temporarily not accepting orders, timestamp=2025-10-02T14:32:20.039800
2025-10-02 14:32:20.040 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=ACCEPT_ORDER, orderId=ORD-7034FF0F
2025-10-02 14:32:20.040 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-67608B64, customerId=CUST-005, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.040 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-67608B64, errorCode=RESTAURANT_UNAVAILABLE, message=Restaurant REST-001 is currently unavailable: At maximum capacity (0 orders), timestamp=2025-10-02T14:32:20.040879
2025-10-02 14:32:20.041 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=ACCEPT_ORDER, orderId=ORD-67608B64
2025-10-02 14:32:20.045 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.045 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.045 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.046 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.046 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.046 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Customer ID is required, timestamp=2025-10-02T14:32:20.046710
2025-10-02 14:32:20.047 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Restaurant ID is required, timestamp=2025-10-02T14:32:20.047054
2025-10-02 14:32:20.047 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Order must have at least one item, timestamp=2025-10-02T14:32:20.047352
2025-10-02 14:32:20.047 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Delivery address is required, timestamp=2025-10-02T14:32:20.047640
2025-10-02 14:32:20.048 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=unknown, errorCode=ORDER_VALIDATION_FAILED, message=Order validation failed: Item 1: Item ID is required, timestamp=2025-10-02T14:32:20.048093
2025-10-02 14:32:20.049 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.049 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.050 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.050 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.050 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.050 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-52349001, customerId=CUST-003, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.051 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-52349001, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.051 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-52349001, from=ACCEPTED, to=CANCELLED, reason=Customer changed mind
2025-10-02 14:32:20.051 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Order termination: orderId=ORD-52349001, finalStatus=CANCELLED, reason=Customer changed mind
2025-10-02 14:32:20.051 [main] INFO  com.deliveryplatform.services.OrderService - Order cancelled: orderId=ORD-52349001, reason=Customer changed mind
2025-10-02 14:32:20.053 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.053 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-001
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-002
2025-10-02 14:32:20.054 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-003
2025-10-02 14:32:20.055 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-004
2025-10-02 14:32:20.055 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-005
2025-10-02 14:32:20.055 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-2C458D84, customerId=CUST-007, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.055 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-2C458D84, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.055 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-2C458D84, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.056 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-2C458D84, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.056 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Delivery operation failed: orderId=ORD-2C458D84, driverId=unassigned, operation=DRIVER_ASSIGNMENT
2025-10-02 14:32:20.056 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-2C458D84, errorCode=DELIVERY_ASSIGNMENT_FAILED, message=Failed to assign delivery for order ORD-2C458D84: No drivers available for delivery assignment, timestamp=2025-10-02T14:32:20.056930
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.058 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-3A805D95, customerId=CUST-016, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.059 [main] INFO  com.deliveryplatform.services.OrderService - Special instructions updated for order: orderId=ORD-3A805D95
2025-10-02 14:32:20.059 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-3A805D95, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.059 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-3A805D95, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-3A805D95 from ACCEPTED to ACCEPTED: Special instructions can only be updated for pending orders, timestamp=2025-10-02T14:32:20.059505
2025-10-02 14:32:20.060 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.060 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.060 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.060 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.061 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.061 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-31BEE370, customerId=CUST-002, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.061 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-31BEE370, from=PENDING, to=REJECTED, reason=Out of ingredients for Margherita Pizza
2025-10-02 14:32:20.061 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Order termination: orderId=ORD-31BEE370, finalStatus=REJECTED, reason=Rejected by restaurant: Out of ingredients for Margherita Pizza
2025-10-02 14:32:20.062 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.062 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.062 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.063 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.063 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.063 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1E762E6A, customerId=CUST-009, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.063 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-D96E81D5, customerId=CUST-010, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.064 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-A5F5B4DE, customerId=CUST-011, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.064 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-1E762E6A, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.064 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-D96E81D5, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.064 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-A5F5B4DE, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.065 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.065 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.065 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.065 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.066 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.066 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-AC82DAE8, customerId=CUST-006, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.066 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-AC82DAE8, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-AC82DAE8 from PENDING to PREPARING: Order must be in ACCEPTED status to start preparation, timestamp=2025-10-02T14:32:20.066635
2025-10-02 14:32:20.066 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=START_PREPARING, orderId=ORD-AC82DAE8
2025-10-02 14:32:20.067 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-AC82DAE8, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-AC82DAE8 from PENDING to READY_FOR_DELIVERY: Order must be in PREPARING status to be marked ready, timestamp=2025-10-02T14:32:20.067004
2025-10-02 14:32:20.067 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=MARK_ORDER_READY, orderId=ORD-AC82DAE8
2025-10-02 14:32:20.067 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-AC82DAE8, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-AC82DAE8 from PENDING to IN_DELIVERY: Order must be ready for delivery to assign a driver, timestamp=2025-10-02T14:32:20.067336
2025-10-02 14:32:20.067 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AC82DAE8, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.067 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Business exception occurred: orderId=ORD-AC82DAE8, errorCode=INVALID_STATE_TRANSITION, message=Cannot transition order ORD-AC82DAE8 from ACCEPTED to READY_FOR_DELIVERY: Order must be in PREPARING status to be marked ready, timestamp=2025-10-02T14:32:20.067708
2025-10-02 14:32:20.067 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Restaurant operation failed: restaurantId=REST-001, operation=MARK_ORDER_READY, orderId=ORD-AC82DAE8
2025-10-02 14:32:20.068 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.068 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-BA3A8F8E, customerId=CUST-012, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-BA3A8F8E, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-BA3A8F8E, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.069 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-BA3A8F8E, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-11988C7C, customerId=CUST-013, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-11988C7C, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-11988C7C, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-11988C7C, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-57A535EB, customerId=CUST-014, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.070 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-57A535EB, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-57A535EB, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-57A535EB, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-AC8B016D, customerId=CUST-015, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AC8B016D, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AC8B016D, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AC8B016D, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.071 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-BA3A8F8E, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-BA3A8F8E, driverId=DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-11988C7C, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-11988C7C, driverId=DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-57A535EB, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver at capacity: driverId=DRIVER-005, orderCount=3
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-57A535EB, driverId=DRIVER-005
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AC8B016D, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-003
2025-10-02 14:32:20.072 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-AC8B016D, driverId=DRIVER-003
2025-10-02 14:32:20.073 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-BA3A8F8E, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 14:32:20.073 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver capacity released: driverId=DRIVER-005, remainingOrders=2
2025-10-02 14:32:20.073 [main] INFO  com.deliveryplatform.services.DeliveryService - Delivery completed successfully: orderId=ORD-BA3A8F8E, driverId=DRIVER-005
2025-10-02 14:32:20.074 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:32:20.074 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:32:20.074 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:32:20.074 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:32:20.074 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-77514788, customerId=CUST-001, restaurantId=REST-001, amount=37.96
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-77514788, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-77514788, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-77514788, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-77514788, from=READY_FOR_DELIVERY, to=IN_DELIVERY, reason=Assigned to driver: DRIVER-005
2025-10-02 14:32:20.075 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver assigned successfully: orderId=ORD-77514788, driverId=DRIVER-005
2025-10-02 14:32:20.076 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-77514788, from=IN_DELIVERY, to=DELIVERED, reason=Order delivered successfully
2025-10-02 14:32:20.076 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver capacity released: driverId=DRIVER-005, remainingOrders=0
2025-10-02 14:32:20.076 [main] INFO  com.deliveryplatform.services.DeliveryService - Delivery completed successfully: orderId=ORD-77514788, driverId=DRIVER-005
2025-10-02 14:32:20.080 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-3FE83CA7, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.081 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-3FE83CA7, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:32:20.082 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-01914108, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.082 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-01914108, from=PENDING, to=ACCEPTED, reason=Order accepted by restaurant
2025-10-02 14:32:20.083 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-E4FCBCDB, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.084 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-E4FCBCDB, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:32:20.084 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-571874E4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.101 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-0058B1F9, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.112 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-A92EE4A8, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.113 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-A92EE4A8, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:32:20.114 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-AB0AE1F1, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.114 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AB0AE1F1, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:32:20.114 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-AB0AE1F1, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.115 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-EC4D49EE, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:32:20.115 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-EC4D49EE, from=PENDING, to=ACCEPTED, reason=Restaurant confirmed
2025-10-02 14:32:20.115 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-EC4D49EE, from=ACCEPTED, to=PREPARING, reason=Restaurant started preparing the order
2025-10-02 14:32:20.116 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-EC4D49EE, from=PREPARING, to=READY_FOR_DELIVERY, reason=Order is ready for pickup by delivery driver
2025-10-02 14:32:20.117 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-32C09B54, customerId=customer123, restaurantId=restaurant456, amount=34.97
